,Name,Latitude,Longitude,Current Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Kāman,27.65,77.2667,68.5,68.5,23,21,7.4,IN,1709995181
1,Kuloy,61.0305,42.4925,18.09,18.09,97,100,0.85,RU,1709995181
2,Chepo,9.1667,-79.1,85.78,86.97,57,27,9.95,PA,1709995181
3,Stanley,54.868,-1.6985,40.93,43.72,91,75,13.8,GB,1709995181
4,Adamstown,-25.066,-130.1015,76.8,76.8,72,6,9.75,PN,1709994969
5,Songea,-10.6833,35.65,74.44,74.44,83,93,3.15,TZ,1709995182
6,Fiambalá,-27.6871,-67.6149,85.37,85.37,30,52,4.52,AR,1709995370
7,Waitangi,-43.9535,-176.5597,48.81,49.82,75,86,3.0,NZ,1709995182
8,Ilulissat,69.2167,-51.1,1.42,1.42,78,75,9.22,GL,1709995182
9,Bethel,41.3712,-73.414,38.88,41.36,79,100,9.22,US,1709995182
10,San Antonio de Palé,-1.4014,5.6325,80.28,80.28,80,100,6.8,GQ,1709995182
11,Galveston,29.3669,-94.9669,52.93,55.0,80,100,7.0,US,1709995183
12,Iqaluit,63.7506,-68.5145,-18.31,-18.31,75,40,5.75,CA,1709995371
13,Koné,-21.0595,164.8658,76.66,76.66,87,85,5.14,NC,1709995371
14,Edinburgh of the Seven Seas,-37.0676,-12.3116,64.45,64.45,79,13,16.31,SH,1709995183
15,Yuzhno-Kurilsk,44.0306,145.8556,25.38,25.38,59,100,3.6,RU,1709995183
16,Albany,42.6001,-73.9662,37.81,39.92,76,100,4.0,US,1709994963
17,Jijiang,29.2906,106.2542,56.5,58.5,70,36,2.15,CN,1709995184
18,Talnakh,69.4865,88.3972,4.21,4.21,95,100,6.42,RU,1709995372
19,Uturoa,-16.7333,-151.4333,82.8,82.8,77,100,11.41,PF,1709995184
20,Invercargill,-46.4,168.35,42.03,42.03,91,73,1.99,NZ,1709995372
21,Port-aux-Français,-49.35,70.2167,44.69,44.69,97,89,28.9,TF,1709995185
22,Maragogi,-9.0122,-35.2225,87.48,87.48,61,66,11.1,BR,1709995063
23,Fauske,67.2588,15.3918,41.04,41.04,78,1,5.68,NO,1709995185
24,Mammoth Lakes,37.6485,-118.9721,16.52,16.52,73,0,0.0,US,1709995185
25,Crane,31.3974,-102.3501,40.05,40.05,61,10,12.55,US,1709995185
26,Nyurba,63.2842,118.3319,9.75,9.75,95,100,6.49,RU,1709995373
27,Haiku-Pauwela,20.9219,-156.3051,66.67,73.04,78,0,16.11,US,1709995373
28,Zeya,53.75,127.2667,7.48,7.48,96,100,3.24,RU,1709995373
29,Saint Paul Harbor,57.79,-152.4072,27.91,27.91,74,0,13.8,US,1709995373
30,Hammerfest,70.6634,23.6821,37.85,37.85,93,75,9.22,NO,1709995374
31,Mangai,-4.05,19.5333,87.78,87.78,56,88,1.66,CD,1709995374
32,Yellowknife,62.456,-114.3525,14.52,14.52,92,75,9.22,CA,1709995374
33,Saipan,15.1355,145.701,79.5,79.5,78,20,14.97,MP,1709995374
34,Codrington,-38.2667,141.9667,75.15,75.15,53,68,7.45,AU,1709995374
35,Boa Vista,2.8197,-60.6733,87.78,87.78,55,20,13.8,BR,1709995171
36,Grytviken,-54.2811,-36.5092,44.62,44.62,75,28,5.37,GS,1709995375
37,San Luis de la Loma,17.2706,-100.8939,77.79,77.79,50,0,0.16,MX,1709995375
38,Lata,40.1629,-8.3327,44.92,53.08,84,94,13.76,PT,1709995375
39,Puerto Natales,-51.7236,-72.4875,52.25,52.25,58,75,16.11,CL,1709995375
40,Emerald,-23.5333,148.1667,72.34,72.34,76,56,10.51,AU,1709995375
41,Laibin,23.7,109.2667,55.13,55.13,94,100,4.63,CN,1709995375
42,Castillos,-34.1667,-53.8333,74.8,74.8,79,98,9.82,UY,1709995376
43,Newport,51.5877,-2.9984,52.18,54.45,77,100,14.25,GB,1709995376
44,Howrah,22.5892,88.3103,75.2,75.2,50,0,0.0,IN,1709995376
45,Skowhegan,44.7651,-69.7192,32.56,33.15,80,100,6.53,US,1709995376
46,Tamanghasset,22.785,5.5228,78.71,78.71,4,0,9.22,DZ,1709995376
47,Hermanus,-34.4187,19.2345,76.8,76.8,76,0,8.75,ZA,1709995376
48,Dampit,-8.2116,112.7493,72.27,72.27,98,100,2.93,ID,1709995437
49,New Norfolk,-42.7826,147.0587,76.5,76.5,52,92,3.53,AU,1709995437
50,Thunder Bay,48.4001,-89.3168,21.11,21.18,68,20,9.22,CA,1709995311
51,Yuanping,38.7153,112.7575,41.83,41.83,38,0,3.29,CN,1709995437
52,Vila Velha,-20.3297,-40.2925,86.95,87.75,67,20,12.66,BR,1709995437
53,Kowŏn-ŭp,39.4381,127.2431,30.58,30.58,65,0,2.46,KP,1709995438
54,Prestea,5.4327,-2.1428,89.69,89.69,58,85,6.2,GH,1709995438
55,Avarua,-21.2078,-159.775,77.05,77.05,83,75,10.36,CK,1709995438
56,Gurupi,-11.7292,-49.0686,88.75,88.75,55,14,7.43,BR,1709995438
57,Hadibu,12.65,54.0333,81.03,81.03,74,9,4.52,YE,1709995438
58,Enewetak,11.3474,162.3373,79.11,79.11,84,100,24.14,MH,1709995438
59,Dudinka,69.4058,86.1778,4.68,4.68,95,100,11.01,RU,1709995439
60,Kourou,5.1552,-52.6478,87.85,87.85,59,100,8.28,GF,1709995439
61,Port Elizabeth,-33.918,25.5701,77.81,82.09,69,40,13.8,ZA,1709995439
62,Tual,-5.6667,132.75,82.89,82.89,81,97,10.8,ID,1709995439
63,Ghat,24.9647,10.1728,83.19,83.19,6,0,11.21,LY,1709995439
64,Rio Grande,-32.035,-52.0986,78.91,78.91,73,100,5.93,BR,1709995439
65,Betio Village,1.358,172.9211,80.64,80.64,84,100,18.1,KI,1709995440
66,Puerto Baquerizo Moreno,-0.9,-89.6,79.79,79.79,94,40,5.75,EC,1709995376
67,West Island,-12.1568,96.8225,82.38,82.38,89,40,19.57,CC,1709995440
68,Pathein,16.7833,94.7333,76.03,76.03,52,2,6.67,MM,1709995440
69,Auki,-8.7676,160.7034,79.88,79.88,88,99,4.81,SB,1709995440
70,Mount Isa,-20.7333,139.5,83.97,83.97,61,100,8.05,AU,1709995440
71,Nova Viçosa,-17.8919,-39.3719,86.32,86.32,61,41,9.13,BR,1709995441
72,Kotor Varoš,44.6169,17.3717,51.71,51.71,79,100,1.21,BA,1709995441
73,Punta Arenas,-53.15,-70.9167,51.91,51.91,76,75,39.12,CL,1709995266
74,Chonchi,-42.6128,-73.8092,56.12,56.12,55,22,4.32,CL,1709995441
75,Pangody,65.85,74.4859,-18.45,-18.45,100,14,8.59,RU,1709995441
76,Olonkinbyen,70.9221,-8.7187,32.9,32.9,91,22,8.66,SJ,1709995442
77,Fort St. John,56.2499,-120.8529,30.09,30.09,80,75,10.36,CA,1709995442
78,Tarawa,1.419,172.984,80.69,80.69,94,75,8.05,KI,1709995442
79,Shalqar,47.8333,59.6,25.36,25.36,75,0,10.56,KZ,1709995442
80,Margaret River,-33.95,115.0667,57.6,57.6,70,0,11.05,AU,1709995443
81,Yugorsk,61.3133,63.3319,3.88,3.88,97,99,5.28,RU,1709995443
82,Blackmans Bay,-43.0167,147.3167,75.33,75.33,55,92,7.2,AU,1709995443
83,Udachny,66.4167,112.4,-3.8,-3.8,100,97,4.54,RU,1709995443
84,Egilsstadir,65.2653,-14.3948,40.91,40.91,75,75,11.5,IS,1709995443
85,Arraial do Cabo,-22.9661,-42.0278,85.86,85.96,74,40,17.27,BR,1709995444
86,Kingston,17.997,-76.7936,84.88,85.15,72,20,11.5,JM,1709995411
87,Necochea,-38.5473,-58.7368,75.85,75.85,39,0,21.18,AR,1709995444
88,La Ceiba,15.7597,-86.7822,82.22,82.22,78,0,0.0,HN,1709995444
89,Tralee,52.2704,-9.7026,46.65,46.65,76,100,14.97,IE,1709995444
90,Thompson,55.7435,-97.8558,-9.24,-9.24,77,20,2.3,CA,1709995207
91,Kasongo,-4.45,26.6667,82.62,82.62,82,42,2.62,CD,1709995445
92,Felipe Carrillo Puerto,19.5833,-88.05,85.42,85.42,60,58,6.55,MX,1709995445
93,Longyearbyen,78.2186,15.6401,30.04,30.04,74,75,16.11,SJ,1709995241
94,Arnö,60.1167,18.6333,26.78,26.78,75,100,7.94,SE,1709995445
95,Adrar,20.5022,-10.0711,83.21,83.21,15,99,12.26,MR,1709995445
96,Puerto Ayora,-0.7393,-90.3518,82.54,82.54,90,34,1.01,EC,1709995506
97,Kilindoni,-7.9139,39.6668,84.79,84.79,71,46,6.44,TZ,1709995506
98,Nchelenge,-9.3451,28.734,78.96,78.96,75,51,3.71,ZM,1709995506
99,I-n-Salah,27.1935,2.4607,87.06,87.06,8,0,20.83,DZ,1709995506
100,Chust,41.0094,71.2287,51.19,51.19,48,100,3.11,UZ,1709995507
101,Shevchenko,48.5,35.0,42.42,42.42,52,55,8.81,UA,1709995364
102,Anadyr,64.75,177.4833,-12.5,-12.5,84,0,8.95,RU,1709995507
103,Guerrero Negro,27.9769,-114.0611,60.73,60.73,71,100,4.61,MX,1709995507
104,Tinajo,29.0788,-13.7081,74.28,74.28,53,40,17.27,ES,1709995507
105,Nova Xavantina,-14.6667,-52.35,89.64,89.64,62,79,2.89,BR,1709995508
106,Noosa,-26.3833,153.15,76.01,78.12,64,91,19.35,AU,1709995508
107,Port Mathurin,-19.6833,63.4167,80.33,80.33,86,7,16.4,MU,1709995508
108,Al Khārijah,25.4514,30.5464,86.67,86.67,10,85,2.64,EG,1709995508
109,Kerikeri,-35.2268,173.9474,54.1,54.1,95,13,3.98,NZ,1709995508
110,La Sarre,48.8002,-79.1996,31.78,31.78,99,100,9.15,CA,1709995509
111,Ushuaia,-54.8,-68.3,49.66,49.66,87,100,18.41,AR,1709995283
112,Fort Bragg,35.139,-79.006,55.11,56.82,96,75,11.5,US,1709995509
113,Mar del Plata,-38.0023,-57.5575,79.63,80.53,55,0,12.66,AR,1709995442
114,Kenai,60.5544,-151.2583,7.93,16.14,92,0,3.44,US,1709995509
115,Utrik,11.2278,169.8474,79.09,79.09,73,25,27.96,MH,1709995510
116,Port Blair,11.6667,92.75,80.64,80.64,78,76,2.3,IN,1709995510
117,Ad Dilam,23.9915,47.1627,81.01,81.01,19,0,9.4,SA,1709995510
118,Bikenibeu Village,1.3673,173.1241,80.56,80.56,94,75,8.05,KI,1709995510
119,Kidal,18.4411,1.4078,97.0,97.0,6,58,4.0,ML,1709995510
120,Barguzin,53.6167,109.6167,18.97,18.97,87,100,0.6,RU,1709995511
121,George Town,5.4112,100.3354,82.11,82.35,75,40,3.44,MY,1709995511
122,Pisco,-13.7,-76.2167,77.05,77.05,69,0,5.75,PE,1709995511
123,Vorgashor,67.5833,63.95,-10.73,-10.73,100,99,1.92,RU,1709995511
124,Ulsteinvik,62.3432,5.8487,42.98,43.3,50,0,5.99,NO,1709995511
125,Turkestan,43.3333,68.25,52.11,52.11,47,70,13.0,KZ,1709995294
126,Madimba,-10.4,40.3333,88.92,88.92,70,40,8.05,TZ,1709995512
127,Mandera,3.9366,41.867,100.27,100.27,20,5,4.99,KE,1709995512
128,Limassol,34.675,33.0333,62.67,62.67,51,20,18.41,CY,1709995512
129,Isafjordur,66.0755,-23.124,37.44,37.44,75,0,3.44,IS,1709995512
130,Silver City,32.7701,-108.2803,33.3,35.31,88,100,1.01,US,1709995513
131,Whitehorse,60.7161,-135.0538,27.37,27.37,80,75,13.8,CA,1709995513
132,Papatowai,-46.5619,169.4708,44.28,44.28,80,77,5.35,NZ,1709995513
133,Sonāri,27.0667,95.0333,69.21,69.21,42,1,3.74,IN,1709995513
134,Muromtsevo,56.3724,75.2418,13.08,13.08,97,100,5.17,RU,1709995513
135,Amursk,50.2261,136.8994,-4.02,-4.02,100,96,4.94,RU,1709995514
136,Nakhon Si Thammarat,8.25,100.0,80.6,80.6,81,63,3.11,TH,1709995514
137,Qaqortoq,60.7167,-46.0333,14.02,14.02,87,90,4.25,GL,1709995514
138,Bandiagara,14.3501,-3.6104,103.3,103.3,8,96,7.78,ML,1709995514
139,Dunedin,-45.8742,170.5036,49.8,49.8,80,71,5.61,NZ,1709995515
140,Ribeira Grande,38.5167,-28.7,66.6,66.6,72,40,24.16,PT,1709995515
141,Mogocha,53.7333,119.7667,8.13,8.13,97,100,3.29,RU,1709995515
142,Belmonte,-15.8631,-38.8828,86.34,86.34,63,66,6.96,BR,1709995515
143,Kayangel,8.0823,134.7173,81.39,81.39,78,100,20.98,PW,1709995515
144,Fale old settlement,-9.3852,-171.2468,84.54,84.54,74,17,10.36,TK,1709995515
145,Nova Sintra,14.8667,-24.7167,67.35,67.35,71,34,13.67,CV,1709995576
146,Severo-Yeniseyskiy,60.3725,93.0408,12.0,12.0,91,100,10.94,RU,1709995576
147,Grajewo,53.6473,22.4554,43.86,43.86,50,14,4.59,PL,1709995576
148,Quilmaná,-12.95,-76.3833,77.77,77.77,74,100,7.29,PE,1709995576
149,Tamarin,-20.3256,57.3706,78.57,79.52,89,16,8.97,MU,1709995576
150,Hamilton,39.1834,-84.5333,47.23,49.73,92,100,12.66,US,1709995311
151,São Paulo de Olivença,-3.3783,-68.8725,87.57,87.57,64,100,3.4,BR,1709995577
152,Jalalaqsi,3.3766,45.5996,93.16,93.16,32,0,23.15,SO,1709995577
153,Westport,41.1415,-73.3579,40.6,42.78,80,100,12.66,US,1709995507
154,Hasaki,35.7333,140.8333,36.0,36.0,44,0,17.72,JP,1709995577
155,Oranjemund,-28.55,16.4333,69.93,69.93,71,33,16.67,NA,1709995577
156,Port Alfred,-33.5906,26.891,79.18,79.18,80,20,5.01,ZA,1709995578
157,Bambanglipuro,-7.95,110.2833,76.41,76.41,93,100,2.59,ID,1709995578
158,Seminole,28.7086,-81.2081,77.68,79.41,79,100,11.5,US,1709995578
159,Lázaro Cárdenas,17.9583,-102.2,75.7,75.7,67,1,5.88,MX,1709995578
160,Salinópolis,-0.6136,-47.3561,82.56,82.56,82,97,10.02,BR,1709995579
161,Sīwah,29.2041,25.5195,75.09,75.09,27,0,13.58,EG,1709995579
162,San Borja,-14.8167,-66.85,86.52,86.52,69,99,5.84,BO,1709995579
163,Mossamedes,-15.1961,12.1522,80.8,80.8,74,95,9.89,AO,1709995579
164,Tazacorte,28.629,-17.9293,71.15,71.15,67,20,8.01,ES,1709995579
165,Alice Springs,-23.7,133.8833,80.22,81.95,52,100,5.75,AU,1709995579
166,Mount Gambier,-37.8333,140.7667,70.9,70.9,63,81,5.37,AU,1709995580
167,Labrador City,52.9463,-66.9114,22.91,22.91,46,100,10.36,CA,1709995580
168,Lompoc,34.6391,-120.4579,47.25,48.78,89,100,3.44,US,1709995580
169,Ocotal,13.6321,-86.4752,85.17,85.17,43,2,2.06,NI,1709995580
170,Aasiaat,68.7098,-52.8699,-2.09,-2.09,93,100,1.28,GL,1709995580
171,Lüderitz,-26.6481,15.1594,75.88,75.88,62,9,13.82,NA,1709995581
172,Sandnessjøen,66.0217,12.6316,39.36,39.72,56,40,9.22,NO,1709995581
173,Lebu,-37.6167,-73.65,60.94,60.94,63,0,7.11,CL,1709995581
174,Udomlya,57.8794,34.9925,20.59,20.59,88,100,3.11,RU,1709995450
175,Mae Ramat,16.984,98.5166,75.22,75.22,47,19,1.36,TH,1709995581
176,Soc Trang,9.6033,105.98,80.08,80.08,72,76,13.91,VN,1709995581
177,Badger,64.8,-147.5333,4.89,5.25,81,100,0.0,US,1709995582
178,Concepción,-36.827,-73.0498,60.6,60.6,67,0,9.22,CL,1709995358
179,Zouérat,22.7187,-12.4521,77.22,77.22,14,0,12.59,MR,1709995582
180,Kalmunai,7.4167,81.8167,78.35,78.35,71,49,8.9,LK,1709995582
181,Port Lincoln,-34.7333,135.8667,72.64,72.64,70,18,3.31,AU,1709995582
182,Papao,-17.75,-149.55,78.48,78.48,80,100,13.76,PF,1709995582
183,Perugorría,-29.3413,-58.6106,90.19,90.19,60,46,9.13,AR,1709995504
184,Gamba,-2.65,10.0,80.26,80.26,83,98,11.68,GA,1709995583
185,Namie,37.4833,141.0,32.99,32.99,73,1,11.48,JP,1709995583
186,Berdigestyakh,62.0989,126.6992,1.08,1.08,99,100,2.06,RU,1709995583
187,Creswell,43.9179,-123.0245,42.26,45.7,97,100,6.76,US,1709995583
188,Sitka,57.0531,-135.33,35.49,35.49,93,100,0.0,US,1709995583
189,Oliver,49.1831,-119.5524,36.27,40.64,64,100,6.91,CA,1709995584
190,Makeni,8.8833,-12.05,100.72,100.72,35,20,2.33,SL,1709995584
191,Gazli,40.1333,63.45,50.95,50.95,52,84,2.93,UZ,1709995584
192,Pandan,14.0453,124.1694,77.16,77.16,85,100,13.47,PH,1709995584
193,Cabo San Lucas,22.8909,-109.9124,68.18,68.76,74,82,3.09,MX,1709995645
194,Nsanje,-16.92,35.262,96.33,96.33,35,51,10.4,MW,1709995645
195,Saint-Philippe,-21.3585,55.7679,81.99,81.99,85,28,11.14,RE,1709995645
196,Türkmenbaşy,40.0222,52.9552,50.77,50.77,57,0,6.91,TM,1709995645
197,Vodice,43.7608,15.7828,55.71,55.71,85,100,24.99,HR,1709995645
198,Vilyuchinsk,52.9306,158.4028,22.93,23.27,88,100,7.99,RU,1709995645
199,Blagoveshchensk,50.2667,127.5333,20.01,20.01,49,0,6.71,RU,1709995646
200,Ta`ū,-14.2336,-169.5144,82.2,82.2,79,85,13.47,AS,1709995646
201,Wailua Homesteads,22.0669,-159.378,65.98,68.76,83,100,16.11,US,1709995646
202,Worland,44.0169,-107.9554,18.05,25.95,79,0,0.0,US,1709995479
203,Hauterive,46.0901,3.4459,54.25,54.75,68,100,15.08,FR,1709995646
204,Bredasdorp,-34.5322,20.0403,74.79,74.79,58,0,9.78,ZA,1709995647
205,Constitución,-35.3333,-72.4167,65.46,65.46,57,0,11.5,CL,1709995647
206,Lock Haven,41.137,-77.4469,40.96,41.68,88,100,11.7,US,1709995647
207,Cologne,50.9333,6.95,59.83,61.92,43,0,10.36,DE,1709995647
208,Bilibino,68.0546,166.4372,-1.89,-1.89,100,100,1.68,RU,1709995647
209,Calangute,15.5439,73.7553,82.4,82.4,73,4,5.17,IN,1709995647
210,Velizh,55.6056,31.1967,31.06,31.06,62,99,3.87,RU,1709995648
211,Otjiwarongo,-20.4637,16.6477,85.39,85.39,34,92,8.32,NA,1709995648
212,Nemuro,43.3236,145.575,26.22,26.22,69,97,1.43,JP,1709995648
213,Richards Bay,-28.783,32.0377,79.29,79.29,72,0,10.16,ZA,1709995643
214,eMkhomazi,-30.2067,30.7978,78.58,78.58,68,0,14.72,ZA,1709995648
215,Malpica,43.3228,-8.8105,47.32,48.36,72,95,19.75,ES,1709995649
216,Atafu Village,-8.5421,-172.5159,84.52,84.52,75,13,11.43,TK,1709995649
217,Muncar,-8.4333,114.3333,77.25,77.25,94,100,4.21,ID,1709995649
218,Tura,25.5198,90.2201,63.23,63.23,25,0,2.1,IN,1709995649
219,Bubaque,11.2833,-15.8333,78.91,78.91,53,10,8.08,GW,1709995649
220,Nadym,65.5333,72.5167,-17.5,-17.5,100,13,8.81,RU,1709995649
221,Portland,45.5234,-122.6762,44.1,47.61,81,100,12.66,US,1709995319
222,Río Gallegos,-51.6226,-69.2181,51.85,51.85,62,40,42.57,AR,1709995650
223,Opp,31.2827,-86.2555,64.71,69.73,97,100,8.05,US,1709995650
224,Dunoon,55.947,-4.923,44.35,45.52,82,95,11.01,GB,1709995650
225,Mejit,10.2753,170.8646,79.34,79.34,77,83,28.14,MH,1709995650
226,Kudahuvadhoo,2.6708,72.8944,82.58,82.58,74,81,11.48,MV,1709995650
227,Canacona,14.9959,74.0506,81.93,81.93,76,0,2.17,IN,1709995651
228,Peace River,56.2501,-117.286,19.71,19.71,86,75,2.3,CA,1709995651
229,Greymouth,-42.4667,171.2,51.17,51.17,91,82,3.85,NZ,1709995651
230,Carnarvon,-24.8667,113.6333,76.12,76.12,69,0,25.26,AU,1709995651
231,Vanino,49.0869,140.2543,5.92,5.92,95,75,4.92,RU,1709995651
232,Mugia,43.1041,-9.2179,47.91,51.91,75,83,24.87,ES,1709995652
233,Magdagachi,53.45,125.8,10.0,10.0,96,100,2.62,RU,1709995652
234,Asha,54.9973,57.2722,22.17,22.17,87,100,5.99,RU,1709995652
235,Battagram,34.6772,73.0233,52.23,52.23,52,83,7.18,PK,1709995652
236,Amga,60.8953,131.9608,-4.7,-4.7,100,100,1.61,RU,1709995652
237,Tobruk,32.0836,23.9764,60.73,60.73,60,1,9.4,LY,1709995652
238,College,64.8569,-147.8028,4.96,5.32,78,100,0.0,US,1709995653
239,Kinkala,-4.3614,14.7644,88.11,88.11,57,71,3.76,CG,1709995653
240,Mīāndoāb,36.9694,46.1027,50.38,50.38,42,96,12.03,IR,1709995653
241,Happy Valley-Goose Bay,53.3168,-60.3315,8.91,8.91,66,75,2.3,CA,1709995713
242,Masterton,-40.9597,175.6575,50.11,50.11,92,84,1.41,NZ,1709995713
243,Katoomba,-33.7198,150.3074,56.86,57.07,93,4,2.82,AU,1709995714
244,Socorro,31.6546,-106.3033,42.48,45.03,54,100,6.91,US,1709995714
245,Harper,4.375,-7.7169,86.59,86.59,70,99,8.34,LR,1709995714
246,Brookhaven,31.5791,-90.4407,59.83,60.71,90,100,8.77,US,1709995714
247,Palmer,42.1584,-72.3287,36.5,38.52,75,100,3.44,US,1709995714
248,Minas de Marcona,-15.2119,-75.1103,71.55,71.55,64,36,9.82,PE,1709995715
249,Klyuchi,52.2667,79.1667,33.06,33.06,92,91,13.98,RU,1709995715
250,Darhan,49.4867,105.9228,11.8,11.8,97,76,0.85,MN,1709995715
251,Nikolayevsk-on-Amur,53.1406,140.73,4.12,4.12,98,100,2.55,RU,1709995715
252,Lashio,22.9333,97.75,62.22,62.22,30,0,1.21,MM,1709995715
253,La Passe,45.5549,-0.8967,53.02,53.02,68,22,18.59,FR,1709995716
254,Akureyri,65.6835,-18.0878,37.33,37.33,75,0,0.0,IS,1709995716
255,Shache,38.4167,77.2406,51.04,51.04,22,5,8.14,CN,1709995716
256,Taco Pozo,-25.6167,-63.2833,96.69,96.69,43,38,6.6,AR,1709995716
257,Petropavlovsk-Kamchatskiy,53.0452,158.6483,21.45,21.79,85,75,8.01,RU,1709995716
258,Östersund,63.1792,14.6357,28.85,29.61,80,100,9.22,SE,1709995716
259,Thap Khlo,16.16,100.5966,86.85,86.85,86,100,6.06,TH,1709995717
260,Bagan,54.1001,77.6646,21.76,21.76,96,98,8.03,RU,1709995717
261,Roboré,-18.3333,-59.75,86.09,86.09,66,20,10.36,BO,1709995717
262,Kharan,28.5833,65.4167,71.64,71.64,37,100,8.14,PK,1709995717
263,Puerto Madryn,-42.7692,-65.0385,67.93,67.93,32,4,25.97,AR,1709995717
264,Kenora,49.8167,-94.4337,11.37,11.37,85,20,6.91,CA,1709995717
265,Bata,1.8639,9.7658,82.96,82.96,71,99,4.74,GQ,1709995718
266,Rongelap,11.1635,166.8941,79.32,79.32,77,87,27.04,MH,1709995718
267,Bossangoa,6.4926,17.4552,103.73,103.73,16,9,7.4,CF,1709995718
268,Nuuk,64.1835,-51.7216,12.81,12.81,79,75,11.5,GL,1709995718
269,Bathsheba,13.2167,-59.5167,84.81,84.81,74,40,14.97,BB,1709995718
270,Tiksi,71.6872,128.8694,-26.59,-26.59,100,78,2.44,RU,1709995719
271,Les Avirons,-21.2418,55.3394,78.89,78.89,78,40,18.41,RE,1709995719
272,Constanța,44.1833,28.65,48.88,48.88,64,97,13.38,RO,1709995462
273,Orcopampa,-15.2661,-72.3417,59.05,59.05,55,66,6.73,PE,1709995719
274,Ust-Nera,64.5667,143.2,-23.64,-23.64,100,68,3.47,RU,1709995719
275,Suleja,9.1758,7.1808,94.19,94.19,17,16,3.96,NG,1709995719
276,Mikhaylovskoye,51.8239,79.7172,29.39,29.39,92,97,11.14,RU,1709995720
277,Gulf Shores,30.246,-87.7008,65.53,68.05,81,100,9.22,US,1709995538
278,Pájara,28.3504,-14.1076,71.11,71.11,74,6,17.11,ES,1709995720
279,Magadan,59.5667,150.8,11.53,11.53,95,100,5.21,RU,1709995720
280,La Palma,33.8464,-118.0467,51.17,58.5,85,0,5.75,US,1709995720
281,Naryan-Mar,67.6713,53.087,-8.9,-8.9,100,96,3.0,RU,1709995720
282,Diu,20.7141,70.9822,75.63,75.63,55,44,9.98,IN,1709995721
283,Lubao,14.9167,120.55,80.31,80.31,78,85,10.58,PH,1709995721
284,Pozoblanco,38.3791,-4.8483,45.34,45.34,81,100,16.58,ES,1709995721
285,Grand Falls-Windsor,48.9332,-55.6649,29.5,29.5,87,100,5.99,CA,1709995721
