,Name,Latitude,Longitude,Current Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,Kaohsiung City,22.6163,120.3133,64.72,65.03,69,75,4.61,TW,1709995695
287,Florina,40.782,21.4098,48.94,48.94,71,100,4.52,GR,1709995722
288,Kondoa,-4.9,35.7833,75.0,75.0,67,92,6.2,TZ,1709995722
289,Gizo Government Station,-8.103,156.8419,84.06,84.06,77,100,9.13,SB,1709995782
290,Guatire,10.4762,-66.5427,90.19,92.7,44,83,4.76,VE,1709995783
291,Dhrāngadhra,22.9833,71.4667,77.56,77.56,30,6,9.19,IN,1709995785
292,Mokhsogollokh,61.4681,128.9203,-3.73,-3.73,100,98,2.28,RU,1709995786
293,Jamestown,42.097,-79.2353,44.64,46.71,95,100,17.27,US,1709995488
294,Saint Helena,-15.95,-5.7,72.39,72.39,74,62,12.1,SH,1709995786
295,Awjilah,29.1081,21.2869,75.83,75.83,24,0,11.07,LY,1709995685
296,Kutum,14.2,24.6667,89.69,89.69,7,9,13.29,SD,1709995788
297,Lihue,21.9789,-159.3672,66.36,69.37,84,100,16.11,US,1709995788
298,Charters Towers,-20.1,146.2667,71.67,71.67,87,81,9.82,AU,1709995788
299,Labasa,-16.4167,179.3833,78.26,78.26,88,100,3.18,FJ,1709995788
300,Tommot,58.9564,126.2925,14.05,14.05,90,100,9.51,RU,1709995788
301,Callao,-12.0667,-77.15,75.49,75.49,78,0,2.3,PE,1709995789
302,Kihurio,-4.4667,38.0667,86.13,86.13,55,92,3.22,TZ,1709995789
303,Tionk Essil,12.7856,-16.5217,95.05,95.05,17,6,9.91,SN,1709995790
304,Poyarkovo,49.6,128.6833,0.37,0.37,97,44,4.14,RU,1709995790
305,Priob’ye,62.5206,65.5964,-3.48,-3.48,100,100,5.95,RU,1709995791
306,Jodhpur,26.2867,73.03,75.63,75.63,20,100,10.11,IN,1709995792
307,Chamdo,31.1667,97.2333,27.7,27.7,34,84,6.93,CN,1709995792
308,Şuwayr,30.1171,40.3893,70.74,70.74,24,9,11.18,SA,1709995792
309,Cape Coast,5.1053,-1.2466,84.79,84.79,75,91,12.17,GH,1709995792
310,Redlynch,-16.8833,145.7,76.59,80.06,97,100,12.66,AU,1709995792
311,Iguape,-24.7081,-47.5553,87.33,87.33,67,70,1.72,BR,1709995793
312,Vila Franca do Campo,37.7167,-25.4333,64.89,64.89,99,43,17.96,PT,1709995793
313,Miracema do Tocantins,-9.5618,-48.3967,90.79,90.79,49,50,6.76,BR,1709995794
314,Usinsk,65.9939,57.5281,-5.93,-5.93,96,99,7.0,RU,1709995794
315,Baiyin,36.5583,104.2081,40.35,40.35,27,100,17.27,CN,1709995794
316,Pechora,65.1472,57.2244,-11.15,-11.15,100,95,3.0,RU,1709995795
317,Kavaratti,10.5669,72.642,83.1,83.1,68,4,10.07,IN,1709995795
318,Afaahiti,-17.75,-149.2833,76.87,76.87,81,96,12.15,PF,1709995795
319,Buala,-8.145,159.5921,81.66,81.66,85,85,6.17,SB,1709995795
320,Cooper’s Town,26.8667,-77.5167,74.1,74.1,89,100,15.21,BS,1709995795
321,Naantali,60.4674,22.0243,29.97,30.61,64,100,4.61,FI,1709995795
322,Port Hedland,-20.3167,118.5667,86.05,86.05,84,75,6.91,AU,1709995796
323,Euclides da Cunha,-10.5075,-39.0158,90.54,90.54,37,63,8.52,BR,1709995499
324,Cedar Hill,32.5885,-96.9561,43.07,44.98,76,100,19.57,US,1709995796
325,Reggane,26.7158,0.1714,88.14,88.14,8,0,18.84,DZ,1709995796
326,Yima,34.7381,111.8839,47.93,47.93,50,68,3.85,CN,1709995796
327,Sur,22.5667,59.5289,77.72,77.72,70,91,7.31,OM,1709995796
328,Red Bluff,40.1785,-122.2358,43.66,47.52,87,0,5.75,US,1709995619
329,Praia da Vitória,38.7333,-27.0667,68.25,68.25,64,20,17.78,PT,1709995797
330,Jacmel,18.2342,-72.5347,83.71,83.71,66,5,6.67,HT,1709995797
331,Broken Hill,-31.95,141.4333,80.51,80.51,32,0,15.95,AU,1709995797
332,Grand Rapids,42.9634,-85.6681,36.18,37.81,91,100,12.66,US,1709995762
333,Kendari,-3.945,122.4989,77.7,77.7,95,100,2.48,ID,1709995797
334,Bosaso,11.2842,49.1816,85.98,85.98,79,20,6.91,SO,1709995798
335,Lapa,-25.7697,-49.7158,74.71,74.71,82,99,4.92,BR,1709995530
336,Queenstown,-31.8976,26.8753,92.61,92.61,13,0,11.27,ZA,1709995582
337,Kyshtovka,56.555,76.6271,11.28,11.28,97,98,6.53,RU,1709995788
338,Sandviken,60.6167,16.7667,30.56,30.56,87,100,6.67,SE,1709995858
339,Sola,-13.8833,167.55,81.72,81.72,82,100,23.64,VU,1709995858
340,Nasiriyah,31.0521,46.261,74.66,74.66,22,20,3.42,IQ,1709995858
341,Talara,-4.5772,-81.2719,83.16,83.16,61,0,12.66,PE,1709995859
342,Juneau,58.3019,-134.4197,34.29,37.4,93,100,26.46,US,1709995835
343,Santa Rita,-7.1139,-34.9781,90.27,90.27,66,40,10.36,BR,1709995784
344,Murray Bridge,-35.1167,139.2667,84.13,84.13,31,41,10.69,AU,1709995859
345,Serhiyivka,46.0272,30.3768,42.26,42.26,53,0,9.82,UA,1709995859
346,Rebrikha,53.0733,82.3408,31.73,31.73,92,100,9.19,RU,1709995859
347,Keflavik,64.0049,-22.5624,45.03,45.86,81,75,25.32,IS,1709995860
348,Nizao,18.25,-70.2,83.79,86.36,61,0,11.5,DO,1709995860
349,Nabire,-3.3667,135.4833,78.28,78.28,90,100,0.27,ID,1709995860
350,Cannonvale,-20.2833,148.7,79.99,79.99,74,54,20.36,AU,1709995860
351,Mariental,-24.6333,17.9667,100.98,100.98,11,6,4.54,NA,1709995860
352,Susuman,62.7833,148.1667,-13.02,-13.02,95,100,1.99,RU,1709995860
353,Shalkar,47.8288,59.6258,25.45,25.45,75,0,10.71,KZ,1709995861
354,Tsiombe,-25.3,45.4833,78.89,78.89,87,87,6.2,MG,1709995861
355,Lorengau,-2.0226,147.2712,81.45,81.45,84,99,11.81,PG,1709995861
356,Sretensk,52.2453,117.7093,2.53,2.53,100,97,1.39,RU,1709995861
357,Smithers,54.7804,-127.1743,30.52,30.52,100,100,3.44,CA,1709995861
358,Aykhal,66.0,111.5,-6.47,-6.47,100,99,3.62,RU,1709995862
359,Greenville,35.6127,-77.3663,55.44,56.14,97,100,8.99,US,1709995427
360,Gisborne,-38.6533,178.0042,57.02,57.02,70,24,9.46,NZ,1709995862
361,Canguçu,-31.395,-52.6756,74.41,74.41,58,100,7.36,BR,1709995580
362,Tambura,5.6,27.4667,99.66,99.66,14,0,1.1,SS,1709995862
363,Tazovsky,67.4667,78.7,-16.55,-16.55,100,62,9.62,RU,1709995863
364,Khorixas,-20.3667,14.9667,88.07,88.07,39,63,26.73,NA,1709995863
365,Zhangatas,43.5667,69.75,49.78,49.78,73,99,20.76,KZ,1709995863
366,Al Bawīţī,28.3492,28.8659,73.69,73.69,24,96,12.82,EG,1709995863
367,Hilo,19.7297,-155.09,66.34,68.25,95,75,6.91,US,1709995863
368,Dārāb,28.7519,54.5444,62.89,62.89,38,89,8.79,IR,1709995863
369,Taltal,-25.4,-70.4833,70.52,70.52,73,70,3.8,CL,1709995864
370,Patterson,37.4716,-121.1297,44.04,46.15,91,69,3.8,US,1709995864
371,Homer,59.6425,-151.5483,22.42,33.67,85,0,5.01,US,1709995864
372,Macusani,-14.0833,-70.4333,51.66,51.66,59,80,5.19,PE,1709995864
373,Tateyama,34.9833,139.8667,44.94,44.94,43,71,21.54,JP,1709995864
374,Petrolina,-9.3986,-40.5008,87.85,87.85,62,40,9.22,BR,1709995865
375,Jorhāt,26.75,94.2167,71.35,71.35,29,0,3.71,IN,1709995865
376,Cidreira,-30.1811,-50.2056,81.09,81.09,76,100,8.9,BR,1709995865
377,Wakkanai,45.4094,141.6739,22.08,22.08,91,100,5.68,JP,1709995865
378,Shenjiamen,29.9576,122.298,44.42,44.42,67,100,6.82,CN,1709995866
379,Saint-Valery-en-Caux,49.8667,0.7333,49.75,49.75,78,100,17.2,FR,1709995866
380,Inari,68.906,27.0288,35.8,35.8,92,76,6.26,FI,1709995866
381,Vicuña Mackenna,-33.9197,-64.3922,72.75,72.75,79,75,10.98,AR,1709995866
382,Hanover,52.3705,9.7332,49.93,52.25,69,0,14.97,DE,1709995866
383,East London,-33.0153,27.9116,79.74,79.74,73,75,19.57,ZA,1709995867
384,Tôlanaro,-25.0319,46.9987,82.47,82.47,83,40,13.8,MG,1709995927
385,Rolante,-29.6506,-50.5758,83.66,83.66,67,99,3.15,BR,1709995927
386,At Tāj,24.2049,23.2857,87.96,87.96,8,89,15.41,LY,1709995927
387,Kanīna Khās,28.3333,76.3167,66.18,66.18,27,79,8.79,IN,1709995927
388,Rodino,52.5,80.25,31.1,31.1,91,100,11.01,RU,1709995928
389,Bodø,67.28,14.405,41.04,41.04,56,0,12.66,NO,1709995928
390,Bahār,34.9072,48.4414,50.16,50.16,29,40,9.22,IR,1709995928
391,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,-2.43,-2.43,93,96,4.83,RU,1709995928
392,Swakopmund,-22.6833,14.5333,63.99,63.99,86,60,5.01,NA,1709995928
393,Boyolangu,-8.1181,111.8935,75.36,75.36,96,100,2.62,ID,1709995929
394,Ancud,-41.8697,-73.8203,58.37,58.37,69,12,6.31,CL,1709995929
395,Baiquan,47.5833,126.0833,5.94,5.94,91,18,4.5,CN,1709995929
396,Zherdevka,51.8486,41.4606,26.82,26.82,94,100,7.9,RU,1709995929
397,Carutapera,-1.195,-46.02,81.34,81.34,90,100,5.46,BR,1709995929
398,East Wenatchee Bench,47.4257,-120.2812,35.69,40.05,77,0,3.44,US,1709995930
399,Black River,18.0264,-77.8487,84.85,84.85,63,86,10.98,JM,1709995930
400,Perelyub,51.8667,50.3667,22.19,22.19,98,98,6.04,RU,1709995930
401,Port Augusta,-32.5,137.7667,85.86,85.86,25,0,9.86,AU,1709995930
402,Astrakhan,46.3497,48.0408,36.91,37.27,51,0,7.0,RU,1709995930
403,Opuwo,-18.0607,13.84,93.13,93.13,29,68,7.7,NA,1709995930
404,Holualoa,19.6228,-155.9522,67.42,71.44,89,100,0.0,US,1709995857
405,Bambari,5.768,20.6757,103.69,103.69,14,7,4.59,CF,1709995931
406,Mascoutah,38.4903,-89.7932,42.48,43.75,77,100,18.41,US,1709995931
407,Saldanha,-33.0117,17.9442,78.85,78.85,77,7,18.7,ZA,1709995931
408,Galliano,29.4422,-90.2992,64.33,64.4,82,100,14.97,US,1709995931
409,Okhotsk,59.3833,143.3,-6.34,-6.34,99,88,5.5,RU,1709995931
410,Prabumulih,-3.45,104.25,74.05,74.05,98,100,2.46,ID,1709995932
411,Inverell,-29.7833,151.1167,58.57,65.66,84,0,1.01,AU,1709995932
412,Mbuji-Mayi,-6.15,23.6,83.82,83.82,74,100,5.21,CD,1709995932
413,Zhänibek,49.4167,46.85,31.35,31.35,71,100,8.95,KZ,1709995932
414,Kumul,42.8,93.45,43.9,43.9,25,5,5.21,CN,1709995932
415,Aktau,43.65,51.2,39.78,39.78,69,64,5.14,KZ,1709995914
416,Alofi,-19.0595,-169.9187,76.89,76.89,88,40,2.3,NU,1709995933
417,Borkum,53.5809,6.6915,51.6,53.92,70,46,16.91,DE,1709995933
418,Harstad,68.799,16.5293,36.81,37.62,86,57,1.99,NO,1709995933
419,Mumbwa,-14.9783,27.0619,79.81,79.81,58,100,2.3,ZM,1709995933
420,Sanya,18.2431,109.505,77.16,77.16,83,75,11.18,CN,1709995933
421,Hawaiian Paradise Park,19.5933,-154.9731,65.88,68.04,95,75,6.91,US,1709995934
422,Athens,37.9795,23.7162,59.5,61.25,62,40,8.99,GR,1709995800
423,Deoli,25.75,75.3833,73.72,73.72,26,85,8.14,IN,1709995934
424,Limoeiro do Norte,-5.1456,-38.0981,94.1,94.1,40,58,7.47,BR,1709995934
425,Tamandaré,-8.7597,-35.1047,87.73,87.73,61,54,10.11,BR,1709995934
426,Finisterra,42.9049,-9.2629,51.75,51.75,73,67,24.16,ES,1709995934
427,Cefalù,38.0386,14.0229,63.32,68.54,57,10,1.01,IT,1709995935
428,Puerto Aisén,-45.4,-72.7,48.22,48.22,100,100,5.44,CL,1709995935
429,Bamboo Flat,11.7,92.7167,80.69,80.69,78,79,2.3,IN,1709995935
430,Gillette,44.2911,-105.5022,31.91,33.06,40,0,1.99,US,1709995935
431,Rémire-Montjoly,4.9167,-52.2667,87.84,87.84,62,20,14.97,GF,1709995935
432,Aripuanã,-9.1667,-60.6333,92.62,92.62,52,91,2.19,BR,1709995935
433,Namikupa,-10.8333,39.6,78.33,78.33,93,90,4.63,TZ,1709995936
434,Guatraché,-37.6678,-63.5302,74.8,74.8,25,0,16.53,AR,1709995996
435,Amarante do Maranhão,-5.5667,-46.7422,85.95,85.95,63,100,4.92,BR,1709995996
436,Kas,36.2018,29.6377,60.71,60.71,57,18,7.96,TR,1709995996
437,Sisimiut,66.9395,-53.6735,-1.7,-1.7,85,55,6.73,GL,1709995997
438,Asūbulaq,49.5583,83.0558,21.11,21.11,88,68,7.25,KZ,1709995997
439,Vokhtoga,58.8147,41.0461,12.79,12.79,94,100,3.78,RU,1709995997
440,Sambava,-14.2667,50.1667,80.78,80.78,77,53,8.19,MG,1709995997
441,Tshabong,-26.05,22.45,100.44,100.44,9,0,10.25,BW,1709995997
442,Ustka,54.5805,16.8619,49.64,49.64,53,2,11.68,PL,1709995998
443,Vorkuta,67.5,64.0,-10.53,-10.53,100,99,1.86,RU,1709995973
444,Yarmouth,41.7057,-70.2286,38.17,39.34,83,100,4.61,US,1709995998
445,Regeneração,-6.2378,-42.6883,88.81,88.81,54,100,4.43,BR,1709995998
446,Nagqu Prefecture,31.5,92.0,23.29,23.29,11,1,8.99,CN,1709995998
447,Ceeldheer,3.8488,47.1806,82.85,82.85,66,1,14.81,SO,1709995998
448,Ambositra,-20.5167,47.25,65.59,65.59,97,98,4.54,MG,1709995999
449,Pangani,-5.4333,38.9667,86.18,86.18,66,90,10.58,TZ,1709995999
450,Susaki,33.3667,133.2833,42.87,42.87,72,6,6.98,JP,1709995999
451,Newman,37.3138,-121.0208,44.04,47.28,91,55,1.99,US,1709995999
452,Itaituba,-4.2761,-55.9836,78.96,78.96,89,100,4.61,BR,1709995999
453,As Safīrah,36.077,37.3725,55.69,55.69,64,26,19.51,SY,1709995999
454,Port Macquarie,-31.4333,152.9167,67.89,67.89,80,9,7.65,AU,1709996000
455,Erenhot,43.6475,111.9767,29.62,29.62,39,100,1.95,CN,1709996000
456,Kingscliff,-28.2667,153.5667,76.24,76.8,65,100,18.41,AU,1709996000
457,Kill Devil Hills,36.0307,-75.676,55.24,60.8,85,40,13.8,US,1709996000
458,Green Valley,31.8543,-110.9937,46.17,51.4,94,0,2.28,US,1709995757
459,Kuta,-8.7233,115.1723,78.01,78.75,94,75,14.0,ID,1709996000
460,Beni,0.5,29.4667,79.93,79.93,53,90,2.64,CD,1709995767
461,Vyerkhnyadzvinsk,55.7815,27.9443,33.37,33.37,58,31,2.04,BY,1709996001
462,Tal'menka,53.8183,83.5677,32.38,32.38,96,99,9.44,RU,1709996001
463,Ukmerge,55.25,24.75,38.73,38.73,64,20,3.91,LT,1709996001
464,Jiayuguan City,39.8167,98.3,34.68,34.68,51,71,5.48,CN,1709996001
465,Goundi,9.3627,17.366,106.21,106.21,6,1,8.16,TD,1709996001
466,Lukhovitsy,54.9728,39.0361,20.91,21.27,97,100,5.32,RU,1709995953
467,Revda,56.801,59.9303,15.24,15.24,97,99,3.71,RU,1709996002
468,Viedma,-40.8135,-62.9967,71.62,71.62,27,1,23.17,AR,1709996002
469,Segezha,63.7415,34.3222,25.66,25.66,96,99,6.22,RU,1709996002
470,San Patricio,28.017,-97.5169,56.14,57.15,62,100,21.85,US,1709996002
471,Taro,-8.3862,115.28,70.86,71.6,99,100,1.86,ID,1709996003
472,Crucecita,-28.95,-58.9833,92.19,92.19,54,18,5.3,AR,1709996003
473,Yallahs,17.8748,-76.5624,85.8,86.74,65,2,10.25,JM,1709996003
474,Hola,51.5377,23.1902,50.18,50.18,40,0,5.77,PL,1709996003
475,El Granada,37.5027,-122.4694,48.34,52.32,87,75,5.75,US,1709996003
476,Al Bardīyah,31.7561,25.0865,61.0,61.0,58,31,9.53,LY,1709996004
477,Beyneu,45.3167,55.2,38.68,38.68,46,28,7.78,KZ,1709996004
478,Cabedelo,-6.9811,-34.8339,90.27,90.27,63,54,10.94,BR,1709995864
479,Sheringham,52.9408,1.2093,50.74,53.85,83,23,18.07,GB,1709996004
480,Gelibolu,40.4103,26.6708,53.46,53.46,70,58,8.57,TR,1709996004
481,Pedro II,-4.4247,-41.4586,82.87,82.87,64,65,4.05,BR,1709996065
482,Saint-Pierre,-21.3393,55.4781,82.08,82.08,78,40,18.41,RE,1709996065
483,Bishnupur,23.0833,87.3167,75.4,75.4,21,0,4.61,IN,1709996065
484,Andergrove,-21.0833,149.1833,77.76,77.76,79,64,19.28,AU,1709996065
485,Talovaya,51.1144,40.73,28.26,28.26,88,100,8.01,RU,1709996065
486,Walvis Bay,-22.9575,14.5053,64.09,64.09,70,38,14.81,NA,1709996065
487,Hualien City,23.9769,121.6044,60.21,60.21,82,96,7.14,TW,1709996066
488,El Jadida,33.2549,-8.506,63.99,63.99,75,60,25.34,MA,1709996066
489,Kununurra,-15.7667,128.7333,78.78,78.78,100,100,3.44,AU,1709996066
490,Cadale,2.7603,46.3222,82.38,82.38,71,1,13.73,SO,1709996066
491,Kizil-Arvat,38.9764,56.2757,53.2,53.2,51,96,6.35,TM,1709996066
492,Inderbor,48.55,51.7833,34.25,34.25,55,62,10.67,KZ,1709996067
493,Tinogasta,-28.0632,-67.5649,88.34,88.34,30,9,5.19,AR,1709996067
494,Gadzhiyevo,69.2551,33.3362,33.21,33.21,89,100,16.49,RU,1709996067
495,Namdrik,5.5994,168.1028,81.75,81.75,77,57,24.0,MH,1709996067
496,Fish Town,5.1964,-7.8756,96.82,96.82,40,88,1.74,LR,1709996068
497,Vadsø,70.0744,29.7487,37.56,37.56,75,75,10.36,NO,1709996068
498,Zavodoukovsk,56.5042,66.5515,17.85,17.85,97,100,4.29,RU,1709996068
499,East Ballina,-28.8667,153.5833,66.79,66.79,68,90,14.23,AU,1709996068
500,Chibougamau,49.9168,-74.3659,29.82,29.82,64,100,10.36,CA,1709996068
501,Springs,-26.25,28.4,88.74,92.43,16,0,4.23,ZA,1709996068
502,Metahāra,8.9,39.9167,83.52,83.52,52,65,18.23,ET,1709996069
503,Santa Elena de Uairen,4.6167,-61.1333,84.27,84.27,47,99,5.68,VE,1709996069
504,Geraldton,-28.7667,114.6,64.81,64.81,68,0,17.27,AU,1709996069
505,Laguna,38.421,-121.4238,45.0,49.14,89,0,5.75,US,1709996058
506,Nueva Gerona,21.8833,-82.8,82.96,82.96,65,43,15.01,CU,1709996069
507,Puerto Armuelles,8.2833,-82.8667,85.06,87.78,64,1,3.36,PA,1709996070
508,Nogliki,51.8333,143.1667,1.35,1.35,99,83,5.01,RU,1709996070
509,Kamen'-na-Obi,53.7884,81.3423,30.96,30.96,92,100,6.78,RU,1709996070
510,Mandalgovi,45.7625,106.2708,17.24,17.24,79,100,3.85,MN,1709996070
511,Abuko,13.4042,-16.6558,91.54,91.54,29,3,8.05,GM,1709996070
512,Cidade Velha,14.9167,-23.6167,77.47,77.47,53,20,26.46,CV,1709996070
513,Rincon,32.296,-81.2354,68.97,69.76,93,100,5.75,US,1709996071
514,Paracatu,-17.2222,-46.8747,85.46,85.46,54,83,5.91,BR,1709996071
515,Umarkot,25.3616,69.7362,79.14,79.14,12,100,6.35,PK,1709996071
516,Ketchikan,55.3422,-131.6461,36.14,37.38,93,100,3.44,US,1709996071
517,Touros,-5.1989,-35.4608,88.56,88.56,59,32,11.88,BR,1709996072
518,Corn Island,12.1694,-83.0418,80.49,80.49,76,0,2.86,NI,1709996072
519,Santa Luzia,-19.7697,-43.8514,84.92,85.28,56,40,5.75,BR,1709995921
520,Djenné,13.9061,-4.5533,104.97,104.97,7,83,8.88,ML,1709996072
521,Dolores,-36.3132,-57.6792,81.73,81.73,56,0,9.4,AR,1709996073
522,Faya-Largeau,17.9257,19.1043,109.29,109.29,6,0,13.8,TD,1709996073
523,Fukuechō,32.6881,128.8419,46.02,46.02,52,33,11.12,JP,1709996073
524,Severnoye,56.3491,78.3619,14.99,14.99,96,97,7.0,RU,1709996073
525,Sabang,5.8933,95.3214,82.74,82.74,73,95,10.74,ID,1709996073
526,Kruisfontein,-34.0033,24.7314,78.89,78.89,59,0,12.12,ZA,1709996074
527,Miyaly,48.8844,53.7836,25.54,25.54,71,26,6.42,KZ,1709996074
528,El Calafate,-50.3408,-72.2768,48.97,48.97,59,91,12.39,AR,1709996074
529,Skovorodino,53.9833,123.9167,7.39,7.39,99,100,2.68,RU,1709996074
530,Talakan,50.3167,130.3667,-2.85,-2.85,100,95,0.94,RU,1709996134
531,Champerico,14.3,-91.9167,82.02,82.02,69,6,7.25,GT,1709996135
532,Hithadhoo,-0.6,73.0833,83.1,83.1,74,8,8.93,MV,1709996135
533,Pursat,12.3333,103.6667,82.92,82.92,61,90,3.36,KH,1709996135
534,Mhamid,29.82,-5.72,77.58,77.58,15,0,13.06,MA,1709996135
535,Ginir,7.1333,40.7,75.09,75.09,39,79,9.04,ET,1709996135
536,Hotan,37.0997,79.9269,50.41,50.41,28,2,8.93,CN,1709996135
537,Ayoun El Atrous,16.6614,-9.6149,101.62,101.62,7,4,6.73,MR,1709996136
538,Krasnyy Chikoy,50.3643,108.7512,20.44,20.44,97,100,1.54,RU,1709996136
539,Boradigah,38.9339,48.7038,51.84,51.84,92,96,5.57,AZ,1709996136
540,Dickinson,29.4608,-95.0513,52.74,54.99,80,100,23.02,US,1709996033
541,As Sulayyil,20.4607,45.5779,89.85,89.85,5,12,9.4,SA,1709996137
542,Qinhuangdao,39.9317,119.5883,37.33,37.33,50,0,4.07,CN,1709996137
543,Cho Dok,10.7,105.1167,79.54,79.54,70,83,13.44,VN,1709996137
544,Vernon,50.2581,-119.2691,31.15,31.75,88,100,2.91,CA,1709996137
545,Saint-Felix-de-Valois,46.1668,-73.4324,39.65,39.65,61,100,9.62,CA,1709996137
546,Bassila,9.0081,1.6654,102.47,102.47,19,88,4.74,BJ,1709996137
547,Claveria,18.6074,121.0832,72.16,72.16,87,100,16.51,PH,1709996138
548,Karratha,-20.7377,116.8463,86.02,86.02,63,33,16.15,AU,1709996138
549,Suva,-18.1416,178.4415,72.88,72.88,94,75,0.0,FJ,1709996138
550,Al Jawf,29.5,38.75,68.36,68.36,18,9,2.13,SA,1709996138
551,Itoman,26.1247,127.6694,60.55,60.82,57,75,11.5,JP,1709996138
552,Houlton,46.1262,-67.8403,27.21,29.61,76,0,8.05,US,1709996139
553,Humaitá,-7.5061,-63.0208,84.65,84.65,84,98,2.35,BR,1709995888
554,Oamaru,-45.0784,170.9801,46.38,46.38,85,49,9.08,NZ,1709996139
555,Afuá,-0.1567,-50.3867,81.9,81.9,85,99,5.93,BR,1709996139
556,Makushino,55.2103,67.2442,7.2,7.2,100,84,1.36,RU,1709996139
557,Copalillo,18.0333,-99.1167,76.51,76.51,34,2,1.21,MX,1709996139
558,Morgan Hill,37.1305,-121.6544,45.14,47.91,91,100,3.44,US,1709995938
559,Mandideep,23.0817,77.5333,78.84,79.68,17,0,1.63,IN,1709996140
560,Marsh Harbour,26.5412,-77.0636,75.38,75.38,82,100,14.43,BS,1709996140
561,Patacamaya,-17.2333,-67.9167,57.38,57.38,59,100,7.29,BO,1709996140
562,Laghouat,33.8,2.8651,71.06,71.06,18,4,18.54,DZ,1709996140
563,Chibuto,-24.6867,33.5306,86.05,86.05,59,70,12.68,MZ,1709996140
564,El Bauga,18.262,33.9081,97.12,97.12,6,2,9.17,SD,1709996141
565,Lodwar,3.1191,35.5973,97.93,97.93,28,31,16.98,KE,1709996141
566,Juye,35.3947,116.0883,43.79,43.79,52,50,9.31,CN,1709996141
567,Deán Funes,-30.4204,-64.3498,90.73,90.73,48,23,5.68,AR,1709996124
568,Leh,34.1667,77.5833,0.48,0.48,79,12,3.62,IN,1709996141
569,Chernihiv,51.0,32.0,37.6,37.6,49,88,3.8,UA,1709996141
570,Riosucio,5.4216,-75.7032,69.46,70.52,70,89,1.05,CO,1709996142
571,Kuala Belait,4.5833,114.1833,78.96,78.96,85,88,8.81,BN,1709996142
572,Potosí,-19.5836,-65.7531,59.83,59.83,42,54,0.76,BO,1709996142
573,Argos,37.6333,22.7333,58.78,58.78,70,97,5.21,GR,1709996142
574,Preobrazheniye,42.9019,133.9064,19.65,19.65,72,3,8.05,RU,1709996142
